Id,Date,User,Tweet,Sentiment
536,2021-10-03 02:21:07+00:00,Ching_sep21,"Mahirap maging presidente oo, but they campaigned and promised lots of things to gain the trust of the people, na panghawakan ang pera ng bayan sa ikakaunlad nito!
Kung inabuso ang kapangyarihan at tiwala?
bawal magreklamo? Nagmamarunong daw?
#dutertepalpak
#Halalan2022",0
537,2021-10-03 02:01:03+00:00,TondoGirl,"Kahit pa-sarcastic, di ko makuhang magsend ng SALAMAT Piduts na tumitrending! Baka kasi magamit pa yon na ika-proud ng mga bobotsking panatiko! 🙄🙄🙄 Basta sakin, malinaw kahit sa mababaw ang comprehension: #DutertePalpak #NoMoreDutertein2022 #DuterteCorrupt",0
538,2021-10-03 00:35:54+00:00,velarshon,#DUTERTERESIGN #DUTERTEPALPAK,0
539,2021-10-02 12:04:37+00:00,papa_ramir,"Inverse proportion occurs when one value increases and the other decreases. For example, dumadami ang bobo habang papalapit ang halalan. #RegisterToVote #Halalan2022 #NeverAgain #NeverForget #DutertePalpak",0
540,2021-10-02 11:58:42+00:00,denkenistdanken,"Ako si Gabriel ng @KabataanPL at tumututol ako sa pagtakbo ni Bong Go sa pagka-bise-presidente!
Wala nga syang nagawang maayos sa pagiging senador nya, pagka-bise-presidente pa kaya? Panibagong tuta na naman ba?

#NoToBongGo #DuterteWakasan #DuterteLegacy #DutertePalpak",0
541,2021-10-02 11:12:20+00:00,ClaudeUbanan,bakit retiring? dapat resigning sa pagka panggulo ng bansa! puro drama. #DuterteResign  #DutertePalpak,0
542,2021-10-02 10:04:14+00:00,gwenny93423699,Where are the legal luminaries of #DutertePalpak,0
543,2021-10-02 09:50:03+00:00,Eric_Cabahug,"Nasa Pinas daw ang pinakamatinding variant ng Covid-19. Ang pangalan: Kupit-19.

#DuterteCorrupt",0
544,2021-10-02 08:29:13+00:00,redaexgg_,good to see that most of the Filo MYs I'm following is not dds ^ #OUSTDUTERTENOW #DutertePalpak,0
545,2021-10-02 07:45:13+00:00,FactUpo,Duterte: “In obedience to the will of the people who after all placed me in the presidency many years ago i now say sa mga kababayan ko sundin ko ang gusto ninyo and today i announce my retirement from politics” #DutertePalpak ka pa rin.,0
546,2021-10-02 02:15:20+00:00,ginollopez,"中文作業：造對話

First part: “Wow! What products does the Philippines make?”

Jump to:

Last part: “THE PHILIPPINE GOVERNMENT DOES NOT SUPPORT LOCAL FARMERS OR ITS PEOPLE”

😌😌😌😌😌 send help my frustrations against #DutertePalpak is manifesting even in homework 🙈🥲",0
547,2021-10-01 13:42:26+00:00,RFVentura,"Please lang, sana kunin na ni santanas ang mga #DutertePalpak na yan!!!!! #salot!!!!",0
548,2021-10-01 07:31:24+00:00,wanderstarrr,Nagkalat ang mga alagad ng kasamaan sa internet.  #NeverAgain #DutertePalpak,0
549,2021-10-01 06:31:38+00:00,MikeAngelo2021,Feeling ko sasabog ang social media pag nagfile na si VP Leni! #DapatSiLeni #DutertePalpak,0
550,2021-10-01 03:48:10+00:00,Eule_SALINLAHI,"Obviously, Duterte is behind all those heists. #PandemicCorruption #DuterteWakasan #DuterteCorrupt",0
551,2021-10-01 02:25:51+00:00,kneeltoharvey,"October na at wala pa rin tayong improvement sa paglaban sa pandemyang ito, ano po? #DutertePalpak",0
552,2021-09-30 16:50:54+00:00,G_na_G_NoMore,"Alam na natin na openly gay si Beatrice. Pero alam ba natin kung anong political stand niya? #LetLeniLead or #DutertePalpak and his minions?

#MissUniversePhilippines2021",0
553,2021-09-30 10:37:37+00:00,tony_sayson,"Oo nga pala nasa Pilipinas tayo, bawal magreklamo o magdemand ng deserve natin.

#DutertePalpak #LetLeniLead2022",0
554,2021-09-30 09:58:42+00:00,c_bibi,"Why is #DuterteInutil defending Pharmally, PSDBM &amp; all the personalities &amp; processes being investigated when very big irregularities are being seen? #DuterteLegacy #DutertePalpak #DuterteCorrupt #NoToAnotherDuterte #NoToAnyDuterte #Halalan2022 #Eleksyon2022",0
555,2021-09-30 09:42:40+00:00,EverdoneDeal,"fake news, ejk and division.
#DuterteLegacy
#DutertePalpak",0
556,2021-09-30 08:38:31+00:00,CityMouse14,"Ang dapat maging pangulo si Leni Robredo!

Habang patulog tulog si Duterte, nasa giyera si Leni.

#LetLeniLead2022 #LabanLeni2022 #dutertepalpak",0
557,2021-09-30 07:06:59+00:00,iskadeeds,"""Yan lang talaga ang kaya ko"" #DutertePalpak #DuterteLegacy

Ikaw ang presidente at nasa pinakamataas na pwesto. Saan at kanino kami tatakbo  kung 'yan lang ang kaya mo?",0
558,2021-09-30 07:01:41+00:00,CityMouse14,"Duterte's alleged difficulties in acquiring vaccines are experienced by all countries. Why is it that we rank the lowest?

#DutertePalpak #duterteinutil",0
559,2021-09-30 06:21:30+00:00,HazePrado,MANILABAYWALKDOLOMITEBEACH HalloweenEdition #DuterteLegacy #DutertePalpak,0
560,2021-09-29 22:48:53+00:00,Iamawriter5,"Totoo marami ng nahypnotized si duterte na #OFW  at mga green card holders , Di nila alam ang totoo kasi wala sila dito. FYI: hindi nagbabalita ng pangit ang media dyan sa inyo.
#DutertePalpak #DuterteWakasan",0
561,2021-09-29 04:37:50+00:00,papa_ramir,Di ko gets kung bakit pinapahirapan ng Comelec ang mga new registrants. Appointed ba kayo nung gunggong sa Malacañang? Ay. Naintindihan ko na pala. 🙄💩#RegisterToVote #Halalan2022 #DutertePalpak #NeverAgain #NeverForget,0
562,2021-09-29 00:42:04+00:00,concern89401810,Shunga talaga ng gobyerno na to. Nag announce na pwede magvaccinate ang mga bata at general public pero wala naman supply ng vaccine? #DutertePalpak #DuterteInutil Buti nakakatulog ka @attyharryroque sa mga pinagsasabi mo sa media?,0
563,2021-09-29 00:28:28+00:00,BimRamirez,"Bakit sa vaccination site, yung mga nagpapabakuna pinagsusuot ng faceshield pero mga HCW walang suot? Anu ba silbi ng faceshield? #DutertePalpak #DuterteLegacy #DuterteCorrupt",0
564,2021-09-28 15:30:59+00:00,Eric_Cabahug,"Last year Duterte was med repping for Sinovac. This year he’s lawyering for Pharmally. Clearly, nasa China at sa mga kaibigan niya ang malasakit niya, wala sa bayan. #DuterteCorrupt",0
565,2021-09-28 12:47:20+00:00,EdwinGalvez,"A lot of people are enthusiastic to register, especially the #GenZ -ers and #Millennials, so they can vote out #Duterte, his clones, allies and daughter. #RealChange is coming because they're done with #HuwadnaPagbabago. Dahil #DutertePalpak #DuterteCorrupt",0
566,2021-09-28 10:39:58+00:00,Ching_sep21,"Kapag nasukol?
Sagot?
Sya rin po.
Sila rin naman.
Eh bakit dati.
Hindi kita tatantanan hanggang mamatay ka..
Ayun.
Nasaan ang CHANGE? CHANGE?
WALANG PINAGKAIBA!
Bilyon na ang korapsyon! 
Bakit nyo pinagtatanggol?🤔🙄🤯
#DuterteInutil
#DuterteCorrupt
#dutertewakasan
#VoteWisely",0
567,2021-09-28 09:57:08+00:00,Nattasorn20011,Time to stop @RRD_Davao from the office and resign this October. #DutertePalpak #dutertewakasan,0
568,2021-09-28 09:32:01+00:00,saTAMAlangtayo,"DILAWAN daw ba ako? Dahil si Leni ang sinusuportahan ko? BOBO kang-inaka. I HAVE NO COLOR; I SEE NO COLOR. I AM PRO-PHILIPPINES! MAHAL KO ANG BAYAN KO, KAYA ANG GUSTO KONG MAMUNO EH ANG MATINO! #noToBBM #neverAgain #NeverForget #NoToMarcos #DutertePalpak #LetLeniLead",0
569,2021-09-28 09:29:34+00:00,saTAMAlangtayo,"Nagtataka nalang talaga ako. Hanggang ngayon ba sobrang babaw pa din ng isip ng mga taong Dilaw Vs. Pula pa din ang isip? Ang bo-bobo niyo, sobra! MGA TANGA! BAYAN ANG NAKASALALAY DITO! BOBO! #NoToBBM #NeverAgain #NeverForget #NoToMarcos #DutertePalpak",0
570,2021-09-28 09:17:03+00:00,Nattasorn20011,Announcement: The protest against Rodrigo Duterte to resign with a hashtag #DutertePalpak and #DuterteWakasan and the protest against Bongbong Marcos who vote as a president with a hashtag #NeverForget #NeverAgain and #MarcosNotAHero is really a good chance to stop both people.,0
571,2021-09-28 04:01:45+00:00,lagelimolala,yet another day to be mad at this govt and hold them accountable!!! #DutertePalpak #DuterteResign,0
572,2021-09-28 02:02:07+00:00,VandaMerrillii,Dahil sa napaka-duming responde sa COVID19 pandemic ng  administration #DutertePalpak napakaraming namatay isa na ang tatay ko.,0
573,2021-09-28 01:38:37+00:00,raissawriter,"Duterte said, State can use police power to compel vaccination. I can just imagine his handlers telling him to say that when the reality is, there arent enough vaccines to jab the many who want them. Strongman words hide his gross mismanagement of the pandemic. 😎
#DutertePalpak",0
574,2021-09-28 00:01:29+00:00,VandaMerrillii,"My father passed away this morning due to COVI19 complications and the inefficiency of this #DutertePalpak administration. Papa, i love you, thank you for your life, love and care. Fly high into the heavens. Please pray for us to God.",0
575,2021-09-27 15:25:48+00:00,aj_masigan,"Duterte equates oppressive disciplinary policies with strength and progress…. Perhaps scientific methods are too much for him to comprehend. Also, a flawed system gives him opportunity to enrich himself  and his cabal of Chinese felons. Worst president ever. #DutertePalpak",0
576,2021-09-27 14:17:28+00:00,my_monica88,"Ang sama sama ng administrasyon ni Duterte! That's the tweet. 

#DuterteCorrupt
#DuterteCorrupt
#DuterteCorrupt",0
577,2021-09-27 11:08:31+00:00,oxcart1977,"Marcoleta is the poster boy of Political Garapalism. 

#DuterteCorrupt",0
578,2021-09-27 11:02:17+00:00,Kyle_Aesha,"ANG TOXICITY AT STUPIDITY NG MGA DDS AT BBM NAGKALAT SA TIKTOK. 🤦🤷🙅

#DUTERTEPALPAK
#LETLENILEAD2022",0
579,2021-09-27 10:41:45+00:00,VandaMerrillii,"Because of my father's situation due to COVID19, this is the most disgusting, vilest and hellish administration we've ever experienced. Mapapa-swear ka na lang talaga sa quality ng health sa bansa natin na lalo pang pinabagsak ng administrasyong #dutertepalpak",0
580,2021-09-27 08:13:08+00:00,PlagueStopper,"""Pharmally is a company owned by Lucifer and managed by duterte's administration."" (Fb post)

#DuterteCorrupt #LetLeniLead  #LABANLENI2022 🇵🇭",0
581,2021-09-27 07:53:34+00:00,Wonnsy,18+ ∙ s!her ∙ #DUTERTEPALPAK,0
582,2021-09-26 16:30:01+00:00,cabrera_marco,"Hindi nga natupad yung mga ipinangako ng poon niyo, puro credit grabbing pa. Tapos another 6 years pa? Nagiisip ka ba? Ano ka taga Pharmally?
#corruptgovernment
#covid19philippines 
#DutertePalpak",0
583,2021-09-26 11:52:20+00:00,Torpeako09,Sila nag #GLOBALCITIZENLIVE na tayo expired na face shield ang hinaharap #DuterteCorrupt #DutertePalpak #BoBoMuch,0
584,2021-09-26 11:17:03+00:00,Ayawla,na fefeel ko na naman ang pang bo-block nang Pamahalaang Lokal Ng Bayang marangal Bayang Pinagpala SINILOAN rawwwwr. Kala ko ba makamasa at makatao kayo ehh bakit ayaw nyo ako pag commentin ng #DutertePalpak duhhhhhhh.,0
585,2021-09-26 09:25:05+00:00,LebsPabines,"Paulit-ulit ang pagsisinungaling. Wala man lang remorse at pagsisisi sa ginawa sa bansa, taumbayan at mga biktima. Tapos iboboto nyo as president? Eh talagang hibang na kayo. #NeverAgain #NeverForget #NoToMarcos applicable din kay #DutertePalpak",0
586,2021-09-26 07:32:30+00:00,aj_masigan,"With severe lockdowns and stupid face mask regulations, Filipinos are live oppressed. We are where we are because we have a merciless leader who equates oppressive  policies with strength. Que patético! #DutertePalpak",0
587,2021-09-26 04:12:27+00:00,champ_bls,"Yung mga galit na galit kay Binay dati sa overpricing ng City Hall at beds dyan, pakigalaw ang baso. Same energy sana bigay natin ngayon. Mas malala pa ngayon kasi pandemic tapos ninanakawan pa tayo. Tas sasabihin wala na tayong pera??? #DutertePalpak",0
588,2021-09-25 11:49:17+00:00,Kyle_Aesha,"UNG SINO MGA NASA OTSO-DIRECHO SILA ULIT ANG IBOBOTO KO. 
#Halalan2022 
#DuterteMagnanakaw 
#DutertePalpak",0
589,2021-09-25 11:30:35+00:00,Ayawla,"Ang pangit ka bonding ng Pamahalaang lokal Ng Siniloan in-off yung comment ko sa live mg Miss Gay

Welll...

#DutertePalpak
#MarcosIsAHeroNgMgaSiraulo

Bye TRAPO!!!!!!!",0
590,2021-09-25 05:11:33+00:00,AnakFuschia,Seryosong tanong sa lahat ng bumoto kay VP @lenirobredo may nag sisi ba? Kasi sa mga bumoto kay #DutertePalpak alam ko madaming na untog #LetLeniLead2022,0
591,2021-09-25 05:09:25+00:00,VandaMerrillii,Sana naman po yung mga MedReps &amp; the likes na maaaring source ng life-saving meds against COVID19 sana naman po huwag gawing negosyo. Alam ko po na nakapahirap mag-obtain ng mga gamot na iyan sana be very reasonable sa presyo. Alam nating #dutertepalpak kaya nandito tayo ngayon.,0
592,2021-09-25 05:04:52+00:00,Twittizenbai,"Yes nmn. Walang taong perfect. Walang presidenteng perfect. 

Pero sa usaping rule of law &amp; corruption, dapat klaro na it is unacceptable if u dont respect d law at 1 kang magnanakaw. These are my nonnegotiables. 

Ergo, NO to DUTERTE AT MARCOS.

#DutertePalpak #MarcosMagnanakaw",0
593,2021-09-24 19:22:07+00:00,MuntingTng,"Paanong nakinabang ang isang nilalang, kung ariin man niya ang buong kamundohan, kung ang kapalit naman ay ang kanyang kaluluwa?

#DutertePalpak
#DuterteWakasan 
#DuterteCorrupt",0
594,2021-09-24 15:35:32+00:00,miguelbreyes81,#DuterteInutil #DutertePalpak,0
595,2021-09-24 12:35:10+00:00,ryeleonardo,"Dehado na sa benepisyo ang mga healthcare workers, dehado pa rin sa mga protective equipments.
#pharmally #senatehearing #DuterteCorrupt",0
596,2021-09-24 11:53:23+00:00,_Uchiiiii,"duterte has set the bar soooo low now everyone with insufficient track record thinks they can run for the position of president

#DutertePalpak",0
597,2021-09-24 11:21:31+00:00,albertpagunsan,"Nanonood ba kayo ng News? Kasi ito ang pasabog:

1) Used face masks isinama sa masks na binili
2) Testing kits na 2 months na lang bago mag-expire binili pa rin
3) Testing kits hinayaan lang mag-expire (kaya ata #FreeMassTesting)
4) Face shields na expired binili

#DutertePalpak",0
598,2021-09-24 11:19:59+00:00,caratuts,"“Dad, you need to get better cuz we need to vote! Sige ka, baka Bong Bong will be our president!” 

Biglang energized si dad eh! 

#NeverAgain #MarcosNOTaHero #neverforget #DutertePalpak #RegisterToVote #Eleksyon2022",0
599,2021-09-24 10:39:50+00:00,MakabansangBata,"I love it! Duterte getting slapped by karma everyday! 

The ICC on his track then the Pharmally Scandal. It couldn't be anymore clearer that he's a corrupt, crazy and deranged inutil! 

Make sure to vote wisely next year!
#Halalan2022 #DuterteCorrupt #DutertePalpak",0
600,2021-09-24 08:44:01+00:00,c_bibi,"It's amazing that Michael Yang, a very close economic adviser of #DuterteInutil, cannot express himself in English. How does he talk with #DutertePalpak? Does #DuterteTraydor speak Chinese? #NoToDutertards #NoToDuterteEnablers #NoToAnotherDuterte #NoToAnyDuterte #Halalan2022",0
601,2021-09-24 08:13:54+00:00,CityMouse14,"When Duterte goes on national tv to declare that nothing's been proven, you can bet big money that there's a lot that's been proven and a bigger anomaly is about to be uncovered.

The only credible things to come out of #DutertePalpak  are his threats.

Nothing else.",0
602,2021-09-24 06:24:49+00:00,shawarmom,U know what fucks me up? Yung naglagay ng white sand sa Manila Bay for mental health ng mga Pilipino pero when you schedule for consultation and psychotherapy sa public hospitals you're waitlisted for more than a month. #DutertePalpak #dutertelegacy 🤘,0
603,2021-09-24 04:56:24+00:00,oxcart1977,"Isko Moreno is Duterte 2 Pro.
Bongbong Marcos is Duterte 2 ProMax
Ping Lacson is Duterte 2C mini

#LetLeniLead
#NeverAgain
#DutertePalpak",0
604,2021-09-24 04:22:02+00:00,Twittizenbai,"Sa office namin EVERYDAY nag rorosary. Pero mga DDS yarn.😩

#DutertePalpak #MarcosNOTaHero",0
605,2021-09-24 03:00:44+00:00,VandaMerrillii,"Lord, pagalingin mo na po ang father ko. We have breached our limit parang kailangan nang magsangla ng bahay. Kasalanan ito ng administrasyong #DutertePalpak",0
606,2021-09-23 14:56:35+00:00,richmondchiong,"If #leniforpresident suddenly partners with #DutertePalpak to prevent #bbm2022 from winning, would you hate her and still hate him?😂 or support her and forgive him? #Halalan2022",0
607,2021-09-23 12:28:57+00:00,msvianca,Gusto ko sanang sabihin sa pinsan kong marcos apologist at DDS na sana hindi na sya contractual ngayon kung tinupad nung poon nya yung pangako sa kanila. #MarcosNOTaHero #DuterteCorrupt #NeverAgain #NeverForget,0
608,2021-09-23 12:18:42+00:00,ako_si_god,"Si Duterte, kung ano-ano na lang sinasabi, parang mga tsismosa sa kanto #Dutertepalpak #DuterteWakasan #DuterteBOBO",0
609,2021-09-23 05:29:30+00:00,Xylo143,"Hindi pa daw ubos ang supply ng face shield kaya mag  “3Cs” muna - closed, crowded, and close contact. 
ang tunay na #TeamPayaman #DutertePalpak",0
610,2021-09-23 05:24:54+00:00,markybeki,"Me sa mabagal na vaccine rollout at di sapat na supply ng bakuna:
𝕲𝖔𝖉 𝖇𝖑𝖊𝖘𝖘 𝖆𝖘 𝖘𝖔𝖔𝖓 𝖆𝖘 𝖕𝖔𝖘𝖘𝖎𝖇𝖑𝖊.

#DutertePalpak
#DuqueResign",0
611,2021-09-23 05:10:22+00:00,my_monica88,"Lost a good friend to covid this morning.He stood as the father to his siblings when they lost their father to cancer 6 years ago.He is a family man. He is a father of 2. The country lost another doctor &amp; this government's incompetence is to blame. RIP Doc Frank.

#DutertePalpak",0
612,2021-09-23 04:38:16+00:00,my_monica88,"Ang daming DDS sa FB!!!! Kuya ko DDS, mama ko DDS! Nakakasuka na! 

#DutertePalpak
#DuterteWakasan",0
613,2021-09-23 02:56:53+00:00,kingkingmarking,"Wala na pong stocks ng faceshields tatay niyo kaya sa lanyard napo bumabawi.

#DuqueResign #DutertePalpak #MarcosNOTaHero",0
614,2021-09-23 02:56:22+00:00,oxcart1977,"Duterte is a genius for making people believe he is an idiot so he could divert them from the real issue where he is a genius for making people believe he is an idiot so he could divert them from the real issue where he is a genius.
#DutertePalpak",0
615,2021-09-23 00:45:29+00:00,OryangOryang,"Tandaan, ang faceshield ay simbolo ng corruption ni Duterte, Bong Go, Duque at ng Pharmally. 🙄 #DuterteWakasan #DuterteCorrupt",0
616,2021-09-22 23:53:31+00:00,m_manipula,"Expired ang maraming test kits?! Bakit di nagamit?! Samanatalang ang tindi ng pangangailangan at panawagan na magkaroon ng mass testing. 
#DuterteInutil 
#DutertePalpak 
#DuqueResign",0
617,2021-09-22 23:47:28+00:00,AiraSarmiento14,"#Duterte admitting our hospitals—St. Luke's, Cardinal Santos, UERM, Medical City, Philippine Heart Center—are at full capacity because healthcare workers are Covid-positive. Blames Senate inquiry. But IATF is the one easing up on restrictions. #DutertePalpak",0
618,2021-09-22 18:06:39+00:00,indiostar1983,"Poor countries are being deprived of vaccines daw sabi ni Dutae. Sabi ng mga rich countries : ""pu$@#$ ina mahirap kayo? Magtiis kayo wala akong pakialam mag dusa kayo!""

Sounds familiar ba sir? #DutertePalpak",0
619,2021-09-22 13:22:30+00:00,miguelbreyes81,#TangInaMoBongGo #DutertePalpak #DuterteInutil,0
620,2021-09-22 08:18:48+00:00,aj_masigan,"Duterte’s Covid response did not flatten the infection curve, it flattened the economy. #duterteepicfail #DutertePalpak",0
621,2021-09-22 08:04:08+00:00,Isagani1231,"#LetLeniLead sino pa ba?
#MarcosNOTaHero 
#DutertePalpak",0
622,2021-09-22 04:45:28+00:00,magicmyklxx,Twitter the only platform trolls can’t spoil. #NeverAgain #NeverForget #DuterteWakasan #DutertePalpak,0
623,2021-09-22 04:13:03+00:00,sherwinology,"Question of the day:

Kung DDS ka, why?
Kung Marcos Apologist ka, why?

#DutertePalpak #NeverAgain #NeverForget #NoToHistoricalRevisionism",0
624,2021-09-22 03:58:26+00:00,arjcapin,"sa sobrang kapalpakan ni du30, ang dami nang gustong maging pangulo. ibinaba na rin niya ang standard ng posisyon. #DutertePalpak",0
625,2021-09-22 03:54:45+00:00,MinPsyc2,"Sara Duterte saying she would not run for presidency but lowkey campaigning through national TV. 😂 🤡

#DutertePalpak 
#DuterteWakasan",0
626,2021-09-22 02:02:34+00:00,AiraSarmiento14,"Greed/incompetence kills.

Pharmally test kits expiring in 6 months accepted by DoH&amp; DBM PS even if their own purchase order required kits to have 24 to 36 months expiry. 

6 months after delivery, 371,794 unused kits worth P550 million expired in storage. 

#DutertePalpak",0
627,2021-09-21 23:34:27+00:00,batchuy,"No one is above the law: R.A No. 9184 mga clown! 🤡🤡🤡🤡🤡
#DutertePalpak #Pulpolitika 
🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊",0
628,2021-09-21 21:20:02+00:00,clickmomukhamo,"Duterte #UNGA ?
More like Duterte UNGAS
amirite? 🤣
#DutertePalpak
#DuterteInutil
#NeverAgain
#CrimesAgainstHumanity 
#Halalan2022",0
629,2021-09-21 15:11:05+00:00,peejbailon,11:11 ✨#NeverAgain #NeverForget #MarcosNotAHero #DutertePalpak #NoToHistoricalRevisionism #LetLeniLead ✨,0
630,2021-09-21 14:01:29+00:00,kdhlprive,Daming ayuda ni @tabismew tinalo pa ang Gobyerno ni #DutertePalpak 😎,0
631,2021-09-21 13:55:43+00:00,miguelbreyes81,#TangInaMoBongGo #DuterteInutil #DutertePalpak,0
632,2021-09-21 13:32:40+00:00,iamocto1,#MartialLawSavedUsFromCommunist   ohsaved the marcoses to robbed tha Philippines dun tayo sa totoo nilimas ang kaban ng bayan naten ng mga hindutertes at mga Marcoses at mga cronies wag nyo kaming linlangin #MarcosNotAHero same as #DuterteInutil #DuterteCorrupt,0
633,2021-09-21 13:23:06+00:00,bituinrustia,"duterte: STOP IT! Stop ranting like a lunatic. SINUSWELDUHAN KA NAMIN PARA MAGTRABAHO PARA SA MGA PILIPINO, hindi para i-defend ang dayuhan! Every time you go on TV YOU PROVE YOU ARE A TRAITOR &amp; A COWARD. @senatePH - Impeach niyo na ang walang kwentang #DuterteCorrupt",0
634,2021-09-21 10:39:27+00:00,juanadeIacruz,want proof that the drug war is only aimed at the poor? look at Bree Jonson's case. Julian Ongpin was found with possession of cocaine (a non-bailable offense) and even tested positive for it but he's now out on bail. #DutertePalpak,0
635,2021-09-21 06:46:33+00:00,getthatball,"September 21 has long been a contentious date in Philippine history. No matter what the Marcoses, Dutertes, or any of them say, the declaration of #MartialLaw on Sept 21, 1972 ushered in our darkest period. #NeverAgain #NeverForget #MarcosNotAHero #DutertePalpak #DuterteTraydor",0
636,2021-09-21 05:38:45+00:00,pahimuyong,tangina nyo rehistrado na ko full force na tayo #neverforget #DutertePalpak,0
637,2021-09-21 05:10:30+00:00,skippykoko,"Hindi porket 3rd world country hahayaan nalang malugmok sa kung ano lang binibigay ng gobyerno. Hindi porket 3rd world country, bawal magkumpara ng best practices mula sa iba. Hindi porket 3rd world country, bawal na magreklamo sa bulok na sistema. #DutertePalpak #NeverAgain",0
638,2021-09-21 05:05:35+00:00,CurlyMagnus,#NeverAgain #NeverForget #MarcosNotAHero #DutertePalpak #NeverAgain #NeverForget #MarcosNotAHero #DutertePalpak #NeverAgain #NeverForget #MarcosNotAHero #DutertePalpak #NeverAgain #NeverForget #MarcosNotAHero #DutertePalpak #NeverAgain #NeverForget #MarcosNotAHero #DutertePalpak,0
639,2021-09-21 03:37:02+00:00,iam_hncdoc,Truth to remember. #NeverAgain #NeverForget #MarcosNotAHero #MarcosMagnanakaw #DuterteWakasan #DuterteCorrupt #DuterteInutil,0
640,2021-09-21 02:23:15+00:00,raphxxl_,"#NeverAgain 
#NeverForget
#MarcosNotAHero
#DutertePalpak
#DuterteWakasan",0
641,2021-09-21 00:14:34+00:00,jeneperism,"not taylor swift related, pero tangina mo duterte #LigtasNaBalikEskwela #DutertePalpak",0
642,2021-09-20 19:17:34+00:00,xian_karl,"DDS be like:
I hate marcoses eversince, yung mga lola at lolo ko biktima sa martial law… pro dahil DDS ako. Iboboto ko si bongbong marcos kasi DDS ako ehh.
#MarcosNotAHero #dds #tonitalks #dutertepalpak #MartialLaw #ToniGonzaga",0
643,2021-09-20 16:09:38+00:00,keepkarlm,"Kawawa naman yung mga Pinoy, sinimulan yung panibagong araw nila ng nagsasalita si @RRD_Davao napaka-walang kwenta 🤮🖕#DutertePalpak",0
644,2021-09-20 15:56:47+00:00,Elyoyo78,They are still trying to get away with their crime for EJK. Dami punas-puwit. #DutertePalpak #DuterteWakasan #DuterteInutil #DuterteCorrupt #DuterteKriminal #harryroqueresign,0
645,2021-09-20 15:24:18+00:00,JeannMiranda_AB,"St. Scholastica’s Academy - San Fernando also held a lunchbreak protest earlier to denounce Duterte’s tyranny and corruption!

Sinusuka na ng mga madre’t kaguruan ang rehimeng Duterte! 
#DuterteWakasan #DutertePalpak",0
646,2021-09-20 15:09:34+00:00,juniiixxz,"bato pa ng tae pa more.. sana sa pagbato nyo ng mga baho nyo inisip nyo mga biktima ng pandemyang ito. nakakasawa na po 
#DuterteWakasan  #DutertePalpak  #DuterteInutil",0
647,2021-09-20 14:52:35+00:00,donatilano,"Duterte, why are you addressing the nation with your rants and how you're annoyed with Sen. Gordon? Pwede ba kayo nalang magusap sa Zoom? Yung away niyo is not the state of the nation. Pwede ba HAHAHAHAHA #DuterteCorrupt",0
648,2021-09-20 14:38:28+00:00,tishywishy,"Every time I text ""keep safe"" to a loved one, each time I holler ""ingat ho"" to the delivery personnel; I am also screaming with all the fiber of my being: 

stay alive &amp; if you're not mad yet, you should be. #DutertePalpak

Ingat kayo. ❤️",0
649,2021-09-20 13:43:36+00:00,_iamclarkkent,"It's monday inuman session again. You know the drill.
#DuterteWakasan
#DutertePanagutin 
#DutertePalpak",0
650,2021-09-20 12:52:30+00:00,rinajessa_,#DuterteWakasan #DutertePalpak #DuterteCorrupt #DutertePanagutin,0
651,2021-09-20 12:30:39+00:00,AndreiDimitri64,"#DutertePalpak
#DuterteManyak
#DuterteTraydor
#DuterteDuwag
#DuterteKriminal
#DuterteInutil
#DuterteWakasan",0
652,2021-09-20 10:59:17+00:00,kolsenertito,"Sa panahon natin ngayon, kesehodang bakunado ka o hindi, getting COVID is only a matter of time. Not if, but when.
Kaya ingat ang lahat. Magpabakuna kung may pagkakataon. At huwag umasa kay #DutertePalpak",0
653,2021-09-20 10:33:40+00:00,stuff_dream,#DutertePalpak try mo ikaw pumasok sa skol.,0
654,2021-09-20 09:19:54+00:00,ariestotl,Dalawang FB friends ko ang DDS at Marcos loyalist.... Ewan ko sa inyo kung bkt bilib na bilib kayo sa mga magnanakaw na yan. Kung di nagnakaw mga yan mas maunlad tayo ngayon. Wala tayo sa ganitong sitwasyon. #DutertePalpak #MarcosMagnanakaw,0
655,2021-09-20 08:26:56+00:00,IRenzmond,"Wala manlang naapprove na aquisition project ng PN at PAF sa current administration samantalang noong 2016 puro yabang at satsat.
#DutertePalpak
#NeverAgain",0
656,2021-09-20 06:16:51+00:00,uhDAMNson,gusto ko lang sabihin na mag register to vote kayo and magpa vaxx kayo please wag tau bobo #RegisterToVote #DutertePalpak #GetVaccinated,0
657,2021-09-20 06:06:46+00:00,papi_ken21,"Kung walang tinatago bakit ayaw pa imbestiga sa ICC?? Bakit ayaw ipakita at ilabas ang SALN?? Bakit ayaw ipakita Health Records?? Bakit takot? Walang tinatago right???
#DutertePalpak
#DuterteInutil
#DuterteWakasan",0
658,2021-09-20 05:29:46+00:00,ands_randell,"Posting and sharing about the government without having knowledge about it doesn't make you right, educate yourself first bago mo baguhin yung stand mo. Hindi sapat na action yung basta baguhin mo lang yung shinashare mo, dapat alam mo din kung ano yun. 
#DutertePalpak",0
659,2021-09-20 05:27:33+00:00,cafestaehyu,#DutertePalpak,0
